,GenderID,DeptID,PerfScoreID,Salary,PositionID,Position,State,Zip,DOB,Sex,CitizenDesc,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,Age,LPRD_years
166,1,6,3,70468,3,Area Sales Manager,UT,84111,12/27/1988,M ,US Citizen,Sales,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,34,4
167,0,5,4,77915,18,Production Manager,MA,2110,10/26/1981,F,US Citizen,Production       ,Website,Exceeds,4.1,3,0,1/21/2019,0,11,41,4
168,0,5,3,52624,19,Production Technician I,MA,1886,3/26/1981,F,US Citizen,Production       ,Indeed,Fully Meets,3.18,4,0,3/2/2018,0,16,42,5
169,1,5,3,63450,20,Production Technician II,MA,1770,3/19/1979,M ,US Citizen,Production       ,LinkedIn,Fully Meets,4,3,0,2/18/2019,0,7,44,4
170,0,3,4,51777,14,IT Support,CT,6070,10/5/1988,F,US Citizen,IT/IS,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,34,4
171,0,5,3,67237,20,Production Technician II,MA,2122,12/26/1976,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,46,7
172,0,5,4,73330,20,Production Technician II,MA,2324,3/28/1982,F,US Citizen,Production       ,Indeed,Exceeds,4.2,4,0,2/12/2019,0,19,41,4
173,0,5,3,52057,19,Production Technician I,MA,2122,10/22/1975,F,US Citizen,Production       ,Website,Fully Meets,5,3,0,1/23/2019,0,6,47,4
174,0,5,4,47434,19,Production Technician I,MA,1844,2/14/1973,F,US Citizen,Production       ,Diversity Job Fair,Exceeds,5,4,0,2/2/2015,0,17,50,8
175,1,5,3,52788,19,Production Technician I,MA,1938,11/9/1972,M ,US Citizen,Production       ,Indeed,Fully Meets,3.08,4,0,4/1/2017,0,18,50,6
176,0,5,3,45395,19,Production Technician I,MA,2189,7/7/1986,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.6,4,0,2/26/2019,0,14,37,4
177,0,5,3,62385,20,Production Technician II,MA,2324,8/25/1976,F,US Citizen,Production       ,LinkedIn,Fully Meets,5,3,0,1/21/2019,0,4,47,4
178,0,5,3,68407,20,Production Technician II,MA,2176,12/10/1986,F,US Citizen,Production       ,LinkedIn,Fully Meets,5,4,0,7/2/2012,0,16,36,11
179,0,5,3,61349,19,Production Technician I,MA,2451,11/7/1974,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.1,3,0,1/22/2019,0,11,48,4
180,0,4,3,105688,24,Software Engineer,MA,2135,11/7/1987,F,US Citizen,Software Engineering,Google Search,Fully Meets,4.5,5,4,1/14/2019,0,14,35,4
181,0,5,3,54132,19,Production Technician I,MA,2330,11/22/1977,F,US Citizen,Production       ,Indeed,Fully Meets,5,4,0,1/10/2019,0,8,45,4
182,0,5,3,55315,20,Production Technician II,MA,2149,5/21/1987,F,US Citizen,Production       ,LinkedIn,Fully Meets,5,5,0,2/7/2019,0,16,36,4
183,0,5,3,62810,19,Production Technician I,MA,2184,1/7/1987,F,US Citizen,Production       ,CareerBuilder,Fully Meets,3.93,3,0,1/30/2019,0,20,36,4
184,1,6,3,63291,3,Area Sales Manager,TX,78789,7/1/1984,M ,US Citizen,Sales,Website,Fully Meets,3.4,4,0,1/29/2019,0,7,39,4
185,0,5,3,62659,19,Production Technician I,MA,1760,5/30/1968,F,US Citizen,Production       ,Diversity Job Fair,Fully Meets,4.18,4,0,2/5/2016,0,17,55,7
186,0,5,3,55688,19,Production Technician I,MA,2346,9/22/1976,F,US Citizen,Production       ,CareerBuilder,Fully Meets,5,4,0,1/21/2019,0,10,47,4
187,1,5,3,83667,18,Production Manager,MA,2045,8/10/1981,M ,US Citizen,Production       ,Indeed,Fully Meets,4.37,3,0,1/14/2019,0,2,42,4
188,1,5,1,55800,20,Production Technician II,MA,2472,6/29/1985,M ,US Citizen,Production       ,LinkedIn,PIP,3,2,0,1/14/2013,6,6,38,10
189,1,5,3,58207,20,Production Technician II,MA,1450,8/17/1992,M ,US Citizen,Production       ,LinkedIn,Fully Meets,3.7,3,0,1/8/2019,0,14,31,4
190,1,3,2,157000,13,IT Manager - Infra,MA,2134,10/5/1986,M ,Eligible NonCitizen,IT/IS,Diversity Job Fair,Needs Improvement,2.39,3,6,2/22/2019,4,13,36,4
191,0,5,4,72460,20,Production Technician II,MA,2126,4/24/1970,F,US Citizen,Production       ,Indeed,Exceeds,4.7,3,0,1/14/2019,0,1,53,4
192,1,5,3,72106,20,Production Technician II,MA,2127,12/3/1976,M ,US Citizen,Production       ,Diversity Job Fair,Fully Meets,4.1,4,0,1/31/2019,0,12,46,4
193,0,3,3,52599,15,Network Engineer,MA,2048,4/4/1979,F,US Citizen,IT/IS,CareerBuilder,Fully Meets,3.81,3,6,2/11/2019,0,6,44,4
194,0,5,3,63430,19,Production Technician I,MA,2453,7/7/1984,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.4,4,0,1/17/2019,0,18,39,4
195,1,5,3,74417,20,Production Technician II,MA,1460,12/1/1974,M ,US Citizen,Production       ,LinkedIn,Fully Meets,4.29,5,0,1/28/2019,0,11,48,4
196,1,5,3,57575,19,Production Technician I,MA,1550,4/18/1980,M ,US Citizen,Production       ,LinkedIn,Fully Meets,4.1,4,0,1/22/2019,0,13,43,4
197,1,3,3,87921,22,Senior BI Developer,MA,2056,4/25/1970,M ,US Citizen,IT/IS,Indeed,Fully Meets,5,3,6,2/25/2019,0,17,53,4
198,1,5,3,50470,19,Production Technician I,MA,2110,5/2/1989,M ,US Citizen,Production       ,Diversity Job Fair,Fully Meets,4.3,3,0,3/2/2013,0,19,34,10
199,1,5,3,46664,19,Production Technician I,MA,2421,3/28/1983,M ,US Citizen,Production       ,Employee Referral,Fully Meets,3.18,3,0,3/6/2016,0,10,40,7
200,1,5,3,48495,19,Production Technician I,MA,2136,4/8/1977,M ,US Citizen,Production       ,LinkedIn,Fully Meets,5,5,0,2/18/2019,0,11,46,4
201,0,5,4,52984,19,Production Technician I,MA,1810,6/3/1967,F,US Citizen,Production       ,Diversity Job Fair,Exceeds,4,3,0,2/13/2019,0,12,56,4
202,0,6,3,63695,3,Area Sales Manager,GA,30428,3/31/1989,F,US Citizen,Sales,Indeed,Fully Meets,5,5,0,1/25/2019,0,2,34,4
203,0,5,3,62061,19,Production Technician I,MA,2132,7/7/1984,F,US Citizen,Production       ,LinkedIn,Fully Meets,3.6,5,0,1/2/2019,0,4,39,4
204,0,5,3,66738,20,Production Technician II,MA,1040,11/23/1985,F,US Citizen,Production       ,Indeed,Fully Meets,4.53,5,0,1/16/2019,0,5,37,4
205,0,5,1,52674,19,Production Technician I,MA,2152,9/30/1980,F,US Citizen,Production       ,LinkedIn,PIP,2.33,2,0,3/9/2018,6,3,42,5
206,0,5,3,71966,20,Production Technician II,MA,2492,2/11/1952,F,US Citizen,Production       ,LinkedIn,Fully Meets,5,3,0,7/2/2013,0,17,71,10
207,0,6,3,63051,3,Area Sales Manager,FL,33174,5/11/1990,F,US Citizen,Sales,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,33,4
208,1,5,4,47414,19,Production Technician I,MA,2478,12/11/1976,M ,US Citizen,Production       ,LinkedIn,Exceeds,5,3,0,2/7/2019,0,13,46,4
209,1,5,2,53060,19,Production Technician I,MA,1760,11/24/1979,M ,US Citizen,Production       ,LinkedIn,Needs Improvement,4.25,3,0,2/4/2019,4,6,43,4
210,1,6,3,68829,3,Area Sales Manager,NC,27229,5/19/1982,M ,US Citizen,Sales,Website,Fully Meets,5,5,0,1/14/2019,0,18,41,4
211,0,5,3,63515,19,Production Technician I,MA,2351,5/1/1979,F,US Citizen,Production       ,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,44,10
212,1,4,4,108987,24,Software Engineer,MA,1844,2/20/1979,M ,US Citizen,Software Engineering,Diversity Job Fair,Exceeds,5,5,3,8/16/2015,0,13,44,8
213,1,3,3,93093,9,Data Analyst,MA,2747,9/5/1984,M ,US Citizen,IT/IS,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,39,7
214,1,5,2,53564,19,Production Technician I,MA,2458,3/17/1988,M ,US Citizen,Production       ,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,35,6
215,0,5,2,60270,20,Production Technician II,MA,2472,7/18/1989,F,US Citizen,Production       ,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,34,8
216,0,5,3,45998,19,Production Technician I,MA,2176,7/20/1986,F,US Citizen,Production       ,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,37,9
217,0,5,4,57954,20,Production Technician II,MA,1886,8/17/1986,F,US Citizen,Production       ,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,37,10
218,0,5,3,74669,18,Production Manager,MA,2030,5/9/1977,F,US Citizen,Production       ,Indeed,Fully Meets,4.16,5,0,3/5/2015,0,6,46,8
219,0,5,3,74226,20,Production Technician II,MA,2050,3/10/1979,F,Eligible NonCitizen,Production       ,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14,44,4
220,0,3,4,93554,9,Data Analyst,MA,1886,9/16/1984,F,US Citizen,IT/IS,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,39,4
221,1,5,3,64724,19,Production Technician I,MA,2451,3/6/1988,M ,US Citizen,Production       ,Google Search,Fully Meets,5,3,0,2/20/2012,0,13,35,11
222,1,5,3,47001,19,Production Technician I,MA,2451,11/23/1981,M ,US Citizen,Production       ,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,41,4
223,0,6,3,61844,3,Area Sales Manager,KY,40220,8/29/1988,F,US Citizen,Sales,Website,Fully Meets,4.2,5,0,2/1/2019,0,9,35,4
224,0,5,3,46799,19,Production Technician I,MA,1742,10/15/1984,F,Eligible NonCitizen,Production       ,Google Search,Fully Meets,3.17,4,0,4/2/2018,0,14,38,5
225,1,5,3,59472,19,Production Technician I,MA,2109,6/19/1961,M ,US Citizen,Production       ,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,62,4
226,0,5,3,46430,19,Production Technician I,MA,2474,9/22/1970,F,US Citizen,Production       ,Indeed,Fully Meets,4.5,5,0,4/2/2013,0,16,53,10
227,1,1,3,83363,23,Software Engineer,MA,2045,11/6/1984,M ,Eligible NonCitizen,Software Engineering,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,38,9
228,0,3,3,95920,4,BI Developer,MA,2110,5/12/1980,F,US Citizen,IT/IS,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,43,4
229,1,5,3,61729,19,Production Technician I,MA,2478,12/31/1984,M ,US Citizen,Production       ,Indeed,Fully Meets,3.8,5,0,2/4/2018,0,19,38,5
230,1,6,3,61809,3,Area Sales Manager,ID,83706,10/12/1954,M ,US Citizen,Sales,CareerBuilder,Fully Meets,3.98,3,0,1/28/2019,0,4,68,4
231,1,5,3,45115,19,Production Technician I,MA,2176,7/22/1982,M ,US Citizen,Production       ,LinkedIn,Fully Meets,5,4,0,3/30/2015,0,11,41,8
232,0,5,4,46738,19,Production Technician I,MA,2171,1/12/1973,F,US Citizen,Production       ,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,50,4
233,0,5,3,64971,20,Production Technician II,MA,1902,9/5/1981,F,Eligible NonCitizen,Production       ,Google Search,Fully Meets,4.5,4,0,10/22/2011,0,10,42,11
234,1,5,3,55578,20,Production Technician II,MA,2138,7/3/1972,M ,US Citizen,Production       ,Indeed,Fully Meets,4.2,5,0,1/6/2012,0,13,51,11
235,1,5,3,50428,19,Production Technician I,MA,1420,1/7/1974,M ,US Citizen,Production       ,Indeed,Fully Meets,5,3,0,1/10/2015,0,11,49,8
236,0,5,2,61422,19,Production Technician I,MA,1460,1/7/1985,F,US Citizen,Production       ,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,38,7
237,1,5,4,63353,19,Production Technician I,MA,1730,1/28/1985,M ,US Citizen,Production       ,Employee Referral,Exceeds,3.6,5,0,2/11/2019,0,4,38,4
238,0,3,3,89883,9,Data Analyst,MA,1886,10/11/1981,F,US Citizen,IT/IS,Employee Referral,Fully Meets,3.69,5,6,2/14/2019,0,15,41,4
239,0,3,3,120000,29,Principal Data Architect,MA,2703,5/27/1973,F,US Citizen,IT/IS,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12,50,5
240,0,3,3,150290,7,Data Architect,MA,2056,11/21/1972,F,US Citizen,IT/IS,Indeed,Fully Meets,4.94,3,5,2/6/2019,0,17,50,4
241,0,5,3,60627,19,Production Technician I,MA,1886,12/5/1974,F,US Citizen,Production       ,Website,Fully Meets,5,4,0,1/31/2019,0,8,48,4
242,1,5,3,53180,19,Production Technician I,MA,2155,3/18/1987,M ,US Citizen,Production       ,Google Search,Fully Meets,5,5,0,7/2/2018,0,4,36,5
243,1,3,3,140920,13,IT Manager - DB,MA,2481,4/5/1973,M ,US Citizen,IT/IS,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,50,4
244,1,3,3,148999,13,IT Manager - DB,MA,1915,1/4/1964,M ,US Citizen,IT/IS,Diversity Job Fair,Fully Meets,4.3,4,6,1/4/2015,0,8,59,8
245,0,4,3,86214,24,Software Engineer,MA,2132,7/24/1986,F,US Citizen,Software Engineering,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2,37,4
246,0,5,2,47750,19,Production Technician I,MA,1801,6/6/1968,F,US Citizen,Production       ,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4,55,4
247,1,5,3,46428,19,Production Technician I,MA,2148,12/21/1974,M ,US Citizen,Production       ,Google Search,Fully Meets,4.6,5,0,2/5/2018,0,7,48,5
248,1,5,3,57975,20,Production Technician II,MA,2062,4/26/1986,M ,US Citizen,Production       ,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,37,4
249,1,3,3,88527,9,Data Analyst ,MA,2452,12/17/1987,M ,US Citizen,IT/IS,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,35,8
250,0,5,3,56147,19,Production Technician I,MA,2154,7/10/1988,F,US Citizen,Production       ,LinkedIn,Fully Meets,3.51,3,0,2/18/2019,0,2,35,4
251,0,5,3,50923,19,Production Technician I,MA,2191,3/10/1975,F,US Citizen,Production       ,Google Search,Fully Meets,5,5,0,2/6/2019,0,14,48,4
252,0,3,3,50750,15,Network Engineer,MA,1773,4/14/1981,F,US Citizen,IT/IS,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,0,7,42,4
253,0,5,3,52087,19,Production Technician I,MA,2149,8/24/1985,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,0,15,38,4
254,1,3,3,87826,9,Data Analyst,MA,2110,2/8/1970,M ,US Citizen,IT/IS,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,0,16,53,4
255,0,1,3,51920,2,Administrative Assistant,MA,2330,5/19/1988,F,US Citizen,Admin Offices,Website,Fully Meets,5,3,5,1/15/2019,0,2,35,4
256,0,5,3,63878,20,Production Technician II,MA,1851,11/25/1987,F,US Citizen,Production       ,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,0,20,35,8
257,1,5,4,60656,20,Production Technician II,MA,2045,10/30/1963,M ,US Citizen,Production       ,Indeed,Exceeds,4.3,3,0,1/28/2019,0,4,59,4
258,1,6,2,72992,21,Sales Manager,MA,1886,8/16/1984,M ,US Citizen,Sales,Diversity Job Fair,Needs Improvement,2.4,4,0,1/16/2019,2,16,39,4
259,0,1,3,55000,2,Administrative Assistant,MA,1844,6/14/1987,F,US Citizen,Admin Offices,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,0,17,36,10
260,0,5,3,58939,19,Production Technician I,MA,2130,2/2/1965,F,US Citizen,Production       ,Employee Referral,Fully Meets,3.73,3,0,1/24/2019,0,16,58,4
261,0,3,3,66593,14,IT Support,MA,2360,3/12/1973,F,US Citizen,IT/IS,LinkedIn,Fully Meets,4.3,3,5,2/8/2019,0,19,50,4
262,1,3,3,87565,28,Sr. Network Engineer,MA,1545,2/9/1983,M ,US Citizen,IT/IS,LinkedIn,Fully Meets,3.27,4,5,1/14/2019,0,13,40,4
263,0,5,1,64021,19,Production Technician I,MA,2093,7/20/1968,F,US Citizen,Production       ,Indeed,PIP,2.4,2,1,2/25/2019,6,20,55,4
264,0,5,3,65714,18,Production Manager,MA,2451,9/30/1975,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.83,5,0,2/14/2019,0,15,47,4
265,0,5,4,62425,19,Production Technician I,MA,2359,3/26/1973,F,US Citizen,Production       ,LinkedIn,Exceeds,4.1,4,0,3/2/2015,0,16,50,8
266,0,5,3,47961,19,Production Technician I,MA,2050,8/25/1982,F,US Citizen,Production       ,Google Search,Fully Meets,4.1,4,0,2/7/2019,0,9,41,4
267,1,6,1,58273,3,Area Sales Manager,NV,89139,5/9/1974,M ,US Citizen,Sales,Website,PIP,1.81,2,0,1/17/2019,3,5,49,4
268,1,1,3,63003,1,Accountant I,MA,2703,9/1/1986,M ,US Citizen,Admin Offices,Indeed,Fully Meets,3.9,5,5,1/18/2019,0,9,37,4
269,1,5,3,61355,19,Production Technician I,MA,2301,3/14/1985,M ,US Citizen,Production       ,LinkedIn,Fully Meets,4.7,3,0,1/11/2019,0,4,38,4
270,0,6,3,60120,3,Area Sales Manager,MT,59102,5/12/1989,F,US Citizen,Sales,Indeed,Fully Meets,4.1,4,0,1/31/2019,0,18,34,4
271,0,5,3,63682,18,Production Manager,MA,1776,3/28/1978,F,US Citizen,Production       ,Indeed,Fully Meets,3.73,4,0,1/24/2019,0,12,45,4
272,1,5,3,63025,19,Production Technician I,MA,2747,10/7/1982,M ,US Citizen,Production       ,Google Search,Fully Meets,4.36,5,0,1/24/2019,0,10,40,4
273,0,5,3,59238,19,Production Technician I,MA,2718,8/15/1968,F,Eligible NonCitizen,Production       ,Indeed,Fully Meets,3.4,5,0,1/31/2019,0,13,55,4
274,1,4,4,92989,24,Software Engineer,MA,2140,5/6/1983,M ,US Citizen,Software Engineering,LinkedIn,Exceeds,4.5,5,5,2/18/2019,0,1,40,4
275,1,3,3,90100,4,BI Developer,MA,2134,10/24/1987,M ,US Citizen,IT/IS,Indeed,Fully Meets,3.4,3,6,1/2/2019,0,14,35,4
276,0,5,3,60754,19,Production Technician I,MA,1801,4/3/1975,F,Non-Citizen,Production       ,Diversity Job Fair,Fully Meets,4.5,5,0,2/15/2012,0,11,48,11
277,0,5,3,72202,20,Production Technician II,MA,2129,5/24/1953,F,US Citizen,Production       ,Google Search,Fully Meets,3.93,3,0,4/18/2017,0,3,70,6
278,0,6,3,58370,3,Area Sales Manager,OR,97756,5/7/1965,F,US Citizen,Sales,Indeed,Fully Meets,3.69,3,0,1/28/2019,0,18,58,4
279,0,5,3,48413,19,Production Technician I,MA,2066,5/9/1965,F,US Citizen,Production       ,Indeed,Fully Meets,3.98,4,0,3/2/2016,0,1,58,7
280,1,5,3,67176,20,Production Technician II,MA,2472,9/16/1975,M ,US Citizen,Production       ,Other,Fully Meets,4.1,4,0,7/14/2010,0,15,48,13
281,0,5,3,56339,19,Production Technician I,MA,2093,6/5/1967,F,US Citizen,Production       ,Indeed,Fully Meets,4.21,5,0,1/14/2019,0,4,56,4
282,1,6,4,64397,3,Area Sales Manager,ND,58782,1/15/1968,M ,US Citizen,Sales,Indeed,Exceeds,4.1,3,0,1/4/2019,0,6,55,4
283,0,5,2,63025,19,Production Technician I,MA,2021,5/16/1983,F,US Citizen,Production       ,LinkedIn,Needs Improvement,2.44,5,0,2/11/2019,4,18,40,4
284,1,3,3,75281,15,Network Engineer,MA,1420,5/5/1988,M ,US Citizen,IT/IS,CareerBuilder,Fully Meets,5,3,5,4/15/2015,0,11,35,8
285,1,4,3,100416,24,Software Engineer,MA,2451,6/14/1983,M ,Non-Citizen,Software Engineering,Diversity Job Fair,Fully Meets,4.6,3,4,2/12/2017,0,9,40,6
286,0,5,3,74813,20,Production Technician II,MA,1778,3/15/1985,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.4,3,0,1/5/2014,0,5,38,9
287,1,3,3,76029,15,Network Engineer,MA,2343,3/31/1969,M ,Eligible NonCitizen,IT/IS,Employee Referral,Fully Meets,5,4,7,1/14/2019,0,8,54,4
288,0,6,3,57859,3,Area Sales Manager,AZ,85006,5/23/1991,F,US Citizen,Sales,Indeed,Fully Meets,2.81,3,0,1/17/2019,0,16,32,4
289,1,5,4,58523,19,Production Technician I,MA,2171,1/31/1987,M ,US Citizen,Production       ,LinkedIn,Exceeds,4.5,5,0,2/1/2016,0,15,36,7
290,1,5,3,88976,17,Production Manager,MA,2169,10/10/1968,M ,US Citizen,Production       ,Employee Referral,Fully Meets,3.93,3,0,2/27/2019,0,19,54,4
291,1,6,3,55875,3,Area Sales Manager,ME,4063,7/11/1989,M ,US Citizen,Sales,Website,Fully Meets,4.5,4,0,1/18/2019,0,11,34,4
292,1,3,3,113999,8,Database Administrator,MA,1960,8/7/1986,M ,US Citizen,IT/IS,Employee Referral,Fully Meets,4.33,3,7,2/15/2017,0,9,37,6
293,0,5,4,49773,19,Production Technician I,MA,2747,6/3/1986,F,US Citizen,Production       ,Google Search,Exceeds,4.3,5,0,2/1/2015,0,18,37,8
294,0,5,3,62068,19,Production Technician I,MA,2124,4/6/1985,F,US Citizen,Production       ,LinkedIn,Fully Meets,3.21,3,0,1/29/2019,0,7,38,4
295,1,5,3,66541,20,Production Technician II,MA,2459,2/10/1976,M ,US Citizen,Production       ,Employee Referral,Fully Meets,3.11,5,0,2/12/2019,0,4,47,4
296,0,5,3,80512,18,Production Manager,MA,2478,11/14/1955,F,US Citizen,Production       ,Diversity Job Fair,Fully Meets,4.5,3,0,1/2/2012,0,5,67,11
297,0,5,2,50274,19,Production Technician I,MA,1887,8/2/1980,F,US Citizen,Production       ,CareerBuilder,Needs Improvement,2.5,3,0,9/5/2014,6,13,43,9
298,1,3,3,84903,22,Senior BI Developer,MA,1887,7/8/1981,M ,US Citizen,IT/IS,Indeed,Fully Meets,3.42,4,7,1/4/2019,0,17,42,4
299,0,3,3,107226,28,Sr. Network Engineer,MA,2453,5/2/1978,F,US Citizen,IT/IS,Employee Referral,Fully Meets,4.2,4,8,2/5/2019,0,7,45,4
300,1,5,3,58371,19,Production Technician I,MA,2030,5/24/1987,M ,US Citizen,Production       ,LinkedIn,Fully Meets,5,5,0,5/15/2014,0,11,36,9
301,1,5,3,55140,19,Production Technician I,MA,2324,9/9/1965,M ,Eligible NonCitizen,Production       ,Website,Fully Meets,5,3,0,2/15/2015,0,7,58,8
302,0,5,3,58062,19,Production Technician I,MA,1876,7/30/1983,F,US Citizen,Production       ,Google Search,Fully Meets,3.6,5,0,2/6/2011,0,9,40,12
303,0,5,3,59728,19,Production Technician I,MA,2109,10/2/1969,F,US Citizen,Production       ,Diversity Job Fair,Fully Meets,4.3,4,0,6/2/2014,0,16,53,9
304,1,5,4,70507,20,Production Technician II,MA,2045,11/7/1958,M ,US Citizen,Production       ,LinkedIn,Exceeds,5,3,0,1/19/2016,0,7,64,7
305,0,5,3,60446,20,Production Technician II,MA,2302,4/20/1985,F,US Citizen,Production       ,LinkedIn,Fully Meets,3.4,4,0,2/21/2019,0,14,38,4
306,1,5,3,65893,20,Production Technician II,MA,1810,5/11/1985,M ,US Citizen,Production       ,LinkedIn,Fully Meets,4.07,4,0,2/28/2019,0,13,38,4
307,0,5,1,48513,19,Production Technician I,MA,2458,5/4/1982,F,US Citizen,Production       ,Google Search,PIP,3.2,2,0,9/2/2015,5,4,41,8
308,0,3,4,220450,6,CIO,MA,2067,8/30/1979,F,US Citizen,IT/IS,Employee Referral,Exceeds,4.6,5,6,2/21/2019,0,16,44,4
309,0,3,3,89292,9,Data Analyst,MA,2148,2/24/1979,F,US Citizen,IT/IS,Employee Referral,Fully Meets,5,3,5,2/1/2019,0,11,44,4
310,0,5,3,45046,19,Production Technician I,MA,1730,8/17/1978,F,US Citizen,Production       ,LinkedIn,Fully Meets,4.5,5,0,1/30/2019,0,2,45,4
